policy_id,product_type,region,sum_insured,annual_premium,start_date,end_date,earned_premium,status
POL-20183,Liability,East,2563974.29,1770.08,2022-06-12,2023-06-12,790.47,Active
POL-20184,Liability,South,2307140.26,527.99,2022-10-22,2023-10-22,426.74,Lapsed
POL-20185,Motor,East,1222553.37,2919.02,2023-04-02,2024-04-01,2191.27,Lapsed
POL-20186,Property,South,4639953.94,2066.29,2022-09-06,2023-09-06,1409.6,Active
POL-20187,Motor,South,1371064.2,1534.54,2023-04-05,2024-04-04,1139.34,Lapsed
POL-20188,Motor,North,1402315.26,1755.11,2022-09-17,2023-09-17,1250.21,Active
POL-20189,Property,North,15549484.56,2962.24,2022-02-04,2023-02-04,284.05,Active
POL-20190,Motor,North,1183147.39,644.28,2022-06-22,2023-06-22,305.37,Active
POL-20191,Motor,North,819922.88,3498.98,2023-04-25,2024-04-24,2406.15,Active
POL-20192,Property,West,7176328.95,2654.15,2022-07-12,2023-07-12,1403.43,Active
POL-20193,Property,North,2796500.7,3261.2,2022-10-11,2023-10-11,2537.48,Active
POL-20194,Motor,South,647775.51,1305.56,2022-11-21,2023-11-21,1162.48,Active
POL-20195,Motor,West,897052.66,1258.35,2022-01-17,2023-01-17,58.61,Active
POL-20196,Property,West,1612913.75,1389.32,2022-07-21,2023-07-21,768.88,Cancelled
POL-20197,Motor,North,285498.6,1378.57,2023-06-08,2024-06-07,781.82,Active
POL-20198,Motor,Central,765097.5,1376.83,2022-04-02,2023-04-02,347.04,Lapsed
POL-20199,Motor,North,735960.25,2018.32,2023-03-19,2024-03-18,1592.54,Active
POL-20200,Property,East,13619179.18,2150.12,2023-06-15,2024-06-14,1178.15,Lapsed
POL-20201,Motor,Central,548358.42,1801.54,2023-03-26,2024-03-25,1386.94,Lapsed
POL-20202,Motor,East,1450700.36,2344.95,2022-09-26,2023-09-26,1728.2,Active
POL-20203,Liability,Central,3135890.14,1798.16,2022-05-27,2023-05-27,724.19,Active
POL-20204,Liability,West,1328866.51,1430.53,2022-07-03,2023-07-03,721.15,Active
POL-20205,Property,South,18763675.77,1651.37,2022-08-11,2023-08-11,1008.92,Lapsed
POL-20206,Property,North,12068747.57,826.01,2023-05-03,2024-05-02,549.92,Active
POL-20207,Liability,Central,4235689.45,1635.72,2022-10-22,2023-10-22,1322.02,Active
POL-20208,Motor,Central,1206650.4,1563.45,2023-01-16,2024-01-16,1499.2,Active
POL-20209,Motor,West,515014.49,1074.69,2022-09-09,2023-09-09,741.98,Lapsed
POL-20210,Property,South,5183231.85,1388.9,2022-10-31,2023-10-31,1156.78,Active
POL-20211,Liability,East,3464431.42,1670.43,2023-05-21,2024-05-20,1029.71,Lapsed
POL-20212,Property,North,12960181.2,596.0,2023-01-09,2024-01-09,582.94,Active
POL-20213,Motor,South,849792.32,3867.51,2022-05-13,2023-05-13,1409.26,Active
POL-20214,Liability,Central,1138083.49,1112.08,2023-02-14,2024-02-14,978.02,Cancelled
POL-20215,Property,North,7655762.24,419.05,2023-05-07,2024-05-06,274.39,Active
POL-20216,Motor,West,373584.09,2955.6,2023-02-07,2024-02-07,2655.99,Active
POL-20217,Liability,North,2173791.69,811.25,2022-01-18,2023-01-18,40.01,Active
POL-20218,Property,West,5245049.9,542.21,2022-06-25,2023-06-25,261.45,Active
POL-20219,Property,East,8305023.72,1328.68,2022-02-16,2023-02-16,171.09,Active
POL-20220,Liability,South,4771900.02,1518.74,2022-05-11,2023-05-11,545.08,Lapsed
POL-20221,Motor,East,1438492.26,741.91,2023-01-24,2024-01-24,695.16,Lapsed
POL-20222,Property,West,7936913.53,893.34,2022-07-27,2023-07-27,509.08,Active
POL-20223,Motor,Central,1145553.92,2036.44,2023-03-23,2024-03-22,1584.52,Lapsed
POL-20224,Liability,South,3715904.49,3142.8,2023-01-23,2024-01-23,2953.37,Active
POL-20225,Liability,West,3918898.08,1696.85,2023-03-22,2024-03-21,1324.94,Active
POL-20226,Property,South,18137180.11,5690.52,2022-02-12,2023-02-12,670.39,Active
POL-20227,Property,East,18066795.74,1115.48,2022-02-20,2023-02-20,155.86,Active
POL-20228,Property,West,17474243.66,2083.06,2023-03-12,2024-03-11,1683.57,Active
POL-20229,Motor,South,261530.53,911.58,2023-02-14,2024-02-14,801.7,Active
POL-20230,Motor,South,1214598.21,4170.26,2022-05-27,2023-05-27,1679.53,Active
POL-20231,Motor,North,891818.38,4805.91,2023-02-04,2024-02-04,4358.23,Active
POL-20232,Property,West,8368961.15,1267.33,2022-02-10,2023-02-10,142.36,Active
POL-20233,Property,Central,4324525.55,1448.33,2022-01-01,2023-01-01,3.97,Active
POL-20234,Property,Central,13512485.56,1483.17,2022-09-13,2023-09-13,1040.25,Active
POL-20235,Motor,Central,218923.08,1318.23,2023-01-25,2024-01-25,1231.55,Active
POL-20236,Property,West,2230943.55,671.84,2022-10-24,2023-10-24,546.67,Active
POL-20237,Motor,East,335295.61,548.46,2022-07-12,2023-07-12,290.01,Active
POL-20238,Liability,West,4944822.65,2653.33,2022-03-02,2023-03-02,443.43,Cancelled
POL-20239,Liability,South,2317799.75,1544.92,2022-05-12,2023-05-12,558.71,Active
POL-20240,Motor,East,300857.91,1259.13,2023-01-05,2024-01-05,1245.34,Lapsed
POL-20241,Property,Central,14228416.65,1821.47,2022-02-23,2023-02-23,269.48,Active
POL-20242,Motor,East,813517.73,4636.45,2022-03-26,2023-03-26,1079.72,Active
POL-20243,Motor,West,496046.53,1235.4,2023-04-10,2024-04-09,900.32,Active
POL-20244,Property,West,3565423.67,612.69,2023-02-19,2024-02-19,530.44,Active
POL-20245,Property,West,10941120.29,578.03,2022-11-05,2023-11-05,489.34,Active
POL-20246,Motor,North,828637.56,1378.78,2023-01-02,2024-01-02,1375.01,Active
POL-20247,Motor,South,228508.72,782.37,2022-01-26,2023-01-26,55.73,Active
POL-20248,Motor,Central,1416429.56,1066.58,2023-02-19,2024-02-19,923.39,Active
POL-20249,Motor,Central,889928.62,964.63,2022-06-03,2023-06-03,406.99,Active
POL-20250,Motor,East,517128.26,3520.18,2022-08-21,2023-08-21,2247.13,Active
POL-20251,Motor,South,864620.58,988.62,2022-06-16,2023-06-16,452.33,Active
POL-20252,Liability,Central,3862612.84,5115.04,2023-01-23,2024-01-23,4806.74,Active
POL-20253,Motor,Central,243828.69,2072.82,2023-01-04,2024-01-04,2055.78,Active
POL-20254,Motor,South,228684.15,2736.53,2022-11-08,2023-11-08,2339.17,Active
POL-20255,Motor,West,506894.12,1107.65,2022-12-15,2023-12-15,1059.1,Active
POL-20256,Motor,Central,693539.43,2946.46,2022-01-09,2023-01-09,72.65,Active
POL-20257,Property,East,17257815.48,911.71,2023-03-09,2024-03-08,744.36,Active
POL-20258,Motor,North,1102600.68,1715.86,2022-02-26,2023-02-26,267.96,Active
POL-20259,Motor,Central,459046.31,2222.33,2022-07-07,2023-07-07,1144.65,Active
POL-20260,Liability,West,4430388.06,2939.89,2022-04-19,2023-04-19,877.94,Active
POL-20261,Property,West,4086719.3,1975.87,2023-05-16,2024-05-15,1245.07,Active
POL-20262,Motor,West,951552.09,2329.9,2022-11-17,2023-11-17,2049.04,Active
POL-20263,Motor,South,420861.69,1206.56,2022-02-17,2023-02-17,158.67,Active
POL-20264,Property,Central,8600885.53,2015.85,2022-05-28,2023-05-28,817.39,Lapsed
POL-20265,Property,West,1576816.3,2239.02,2022-03-16,2023-03-16,460.07,Active
POL-20266,Liability,East,4241156.93,3568.42,2023-02-15,2024-02-15,3128.48,Lapsed
POL-20267,Motor,East,886864.44,1213.08,2023-01-04,2024-01-04,1203.11,Active
POL-20268,Property,West,6789062.55,543.79,2023-01-06,2024-01-06,536.34,Active
POL-20269,Motor,West,354092.83,2537.39,2023-04-01,2024-03-31,1911.73,Active
POL-20270,Motor,North,748622.23,1054.04,2022-08-28,2023-08-28,693.07,Active
POL-20271,Property,South,12321494.41,6410.2,2022-06-19,2023-06-19,2985.57,Active
POL-20272,Property,East,17289324.47,2240.17,2023-03-01,2024-02-29,1878.06,Active
POL-20273,Motor,North,1441546.51,1642.81,2022-05-08,2023-05-08,576.11,Cancelled
POL-20274,Motor,Central,692292.78,1739.42,2022-02-19,2023-02-19,238.28,Active
POL-20275,Property,West,10111491.1,2132.15,2022-07-25,2023-07-25,1203.35,Active
POL-20276,Motor,West,1026706.84,1401.02,2023-04-11,2024-04-10,1017.18,Active
POL-20277,Motor,East,1306964.21,1618.66,2022-01-12,2023-01-12,53.22,Active
POL-20278,Motor,South,359745.56,3585.77,2023-05-10,2024-05-09,2318.47,Lapsed
POL-20279,Motor,Central,660270.66,531.8,2023-02-13,2024-02-13,469.15,Active
POL-20280,Property,South,6980025.49,633.31,2023-04-16,2024-04-15,451.13,Cancelled
POL-20281,Motor,East,652468.52,818.26,2023-02-18,2024-02-18,710.65,Active
POL-20282,Motor,South,566055.88,2672.63,2022-07-07,2023-07-07,1376.59,Active
POL-20283,Property,Central,19718767.62,1065.09,2022-11-04,2023-11-04,898.76,Active
POL-20284,Motor,West,625844.17,824.07,2022-02-15,2023-02-15,103.86,Cancelled
POL-20285,Property,Central,6554387.81,2201.36,2022-10-22,2023-10-22,1779.18,Active
POL-20286,Motor,Central,1083253.36,1106.16,2022-02-16,2023-02-16,142.44,Lapsed
POL-20287,Property,North,15657048.49,1482.24,2022-11-09,2023-11-09,1271.08,Active
POL-20288,Property,West,14753106.66,2344.69,2022-11-24,2023-11-24,2107.01,Lapsed
POL-20289,Property,East,7144036.37,2811.54,2022-06-07,2023-06-07,1217.05,Cancelled
POL-20290,Motor,West,566020.18,2476.7,2023-01-24,2024-01-24,2320.64,Active
POL-20291,Property,East,19718567.55,2641.33,2022-11-14,2023-11-14,2301.22,Lapsed
POL-20292,Property,North,6859798.27,1358.2,2022-01-03,2023-01-03,11.16,Active
POL-20293,Motor,West,770011.56,604.04,2022-11-30,2023-11-30,552.74,Active
POL-20294,Motor,East,496283.32,2001.09,2023-05-19,2024-05-18,1244.51,Active
POL-20295,Motor,North,1310667.34,751.58,2023-01-19,2024-01-19,714.52,Active
POL-20296,Motor,West,763452.62,830.66,2022-02-20,2023-02-20,116.06,Active
POL-20297,Motor,North,553746.56,3031.58,2022-10-16,2023-10-16,2400.35,Active
POL-20298,Liability,Central,4071519.51,1250.28,2022-05-02,2023-05-02,417.9,Active
POL-20299,Liability,North,3849181.65,3099.37,2022-04-29,2023-04-29,1010.48,Cancelled
POL-20300,Motor,East,557069.59,1278.23,2023-04-23,2024-04-22,886.01,Active
POL-20301,Liability,South,2910684.03,1095.26,2022-12-08,2023-12-08,1026.24,Active
POL-20302,Property,Central,2318961.47,617.25,2022-08-10,2023-08-10,375.43,Active
POL-20303,Motor,West,1392515.16,5614.59,2022-03-26,2023-03-26,1307.51,Active
POL-20304,Liability,South,2156475.37,2018.06,2022-06-10,2023-06-10,890.16,Active
POL-20305,Property,South,7713863.73,903.49,2022-06-15,2023-06-15,410.9,Active
POL-20306,Motor,West,1354146.67,592.54,2022-08-11,2023-08-11,362.02,Active
POL-20307,Motor,Central,980905.23,2645.3,2022-05-01,2023-05-01,876.94,Active
POL-20308,Motor,South,1372916.67,735.17,2022-12-21,2023-12-21,715.03,Active
POL-20309,Liability,Central,2319715.23,1304.27,2023-04-10,2024-04-09,950.51,Active
POL-20310,Motor,West,978275.63,1462.94,2023-02-25,2024-02-25,1242.49,Active
POL-20311,Motor,West,268818.94,2246.12,2022-11-17,2023-11-17,1975.35,Active
POL-20312,Motor,South,897564.62,559.98,2023-01-24,2024-01-24,524.69,Active
POL-20313,Motor,North,416665.03,3008.98,2023-06-17,2024-06-16,1632.27,Active
POL-20314,Motor,East,403981.09,430.63,2022-10-17,2023-10-17,342.14,Active
POL-20315,Liability,West,1700999.42,2634.42,2022-04-02,2023-04-02,664.02,Active
POL-20316,Motor,East,382172.83,2477.61,2022-07-26,2023-07-26,1405.11,Active
POL-20317,Liability,South,3851227.2,3665.9,2023-04-09,2024-04-08,2681.63,Active
POL-20318,Motor,South,463845.38,3158.07,2022-05-19,2023-05-19,1202.66,Active
POL-20319,Motor,Central,250986.73,1828.35,2023-02-23,2024-02-23,1562.86,Active
POL-20320,Motor,North,720447.06,782.42,2022-04-10,2023-04-10,214.36,Active
POL-20321,Motor,North,528886.0,3521.72,2022-12-10,2023-12-10,3319.1,Active
POL-20322,Liability,North,1227942.5,1506.21,2022-10-29,2023-10-29,1246.23,Active
POL-20323,Property,East,10483948.32,1825.6,2022-04-24,2023-04-24,570.19,Active
POL-20324,Motor,East,249744.84,1098.57,2022-09-22,2023-09-22,797.59,Cancelled
POL-20325,Liability,West,4887323.89,1344.38,2023-05-17,2024-05-16,843.46,Active
POL-20326,Property,East,15928615.61,608.55,2022-07-05,2023-07-05,310.11,Active
POL-20327,Motor,West,703985.48,6411.92,2022-11-03,2023-11-03,5393.04,Cancelled
POL-20328,Property,North,11104809.25,2770.63,2022-08-04,2023-08-04,1639.61,Active
POL-20329,Property,East,7695238.87,1927.64,2022-05-01,2023-05-01,639.03,Active
POL-20330,Property,West,15928694.64,838.87,2022-07-03,2023-07-03,422.88,Cancelled
POL-20331,Motor,South,1310366.89,1056.86,2022-04-04,2023-04-04,272.18,Active
POL-20332,Motor,South,1302642.21,2240.3,2022-04-05,2023-04-05,583.09,Active
POL-20333,Motor,South,741299.01,1010.47,2022-02-08,2023-02-08,107.97,Active
POL-20334,Motor,South,623265.59,749.51,2022-10-01,2023-10-01,562.65,Cancelled
POL-20335,Motor,North,626851.34,2029.96,2023-03-09,2024-03-08,1657.34,Active
POL-20336,Property,Central,14794165.41,1199.94,2022-08-25,2023-08-25,779.14,Active
POL-20337,Motor,North,279937.36,2976.56,2022-06-24,2023-06-24,1427.12,Active
POL-20338,Motor,Central,1132747.56,1029.05,2022-11-14,2023-11-14,896.54,Lapsed
POL-20339,Motor,North,1115960.37,1034.7,2022-12-30,2023-12-30,1031.86,Active
POL-20340,Motor,South,393243.95,1781.05,2022-07-15,2023-07-15,956.4,Active
POL-20341,Motor,East,571191.1,2212.28,2023-03-13,2024-03-12,1781.95,Active
POL-20342,Property,North,14001690.11,3345.9,2022-03-16,2023-03-16,687.51,Active
POL-20343,Liability,Central,1851036.38,4088.48,2023-01-07,2024-01-07,4021.27,Active
POL-20344,Motor,East,1227540.91,920.87,2023-02-25,2024-02-25,782.11,Active
POL-20345,Liability,West,956591.71,1705.55,2022-07-01,2023-07-01,850.44,Active
POL-20346,Liability,South,1062408.49,3097.41,2022-02-14,2023-02-14,381.87,Active
POL-20347,Property,North,2166198.71,5791.14,2022-12-20,2023-12-20,5616.62,Active
POL-20348,Liability,Central,1938060.32,2516.75,2022-07-05,2023-07-05,1282.51,Active
POL-20349,Motor,South,306083.63,3195.41,2022-07-28,2023-07-28,1829.7,Active
POL-20350,Motor,South,552142.58,1033.9,2022-01-07,2023-01-07,19.83,Lapsed
POL-20351,Property,West,7611610.17,2086.81,2022-09-01,2023-09-01,1395.02,Active
POL-20352,Motor,South,341203.75,3576.67,2022-06-13,2023-06-13,1607.05,Active
POL-20353,Motor,West,879686.68,4715.7,2023-06-22,2024-06-21,2493.51,Active
POL-20354,Motor,Central,1365571.61,1196.75,2022-01-14,2023-01-14,45.9,Lapsed
POL-20355,Motor,East,311738.57,1318.7,2022-06-23,2023-06-23,628.64,Lapsed
POL-20356,Motor,South,934758.4,4135.48,2023-03-19,2024-03-18,3263.07,Active
POL-20357,Motor,Central,382953.5,1194.65,2022-03-10,2023-03-10,225.84,Active
POL-20358,Liability,Central,897144.57,1748.69,2022-03-27,2023-03-27,412.02,Lapsed
POL-20359,Motor,West,1238683.94,1419.13,2022-10-18,2023-10-18,1131.41,Active
POL-20360,Property,West,8879242.3,2020.19,2023-05-15,2024-05-14,1278.53,Active
POL-20361,Motor,West,1255021.39,1917.5,2023-01-27,2024-01-27,1780.91,Active
POL-20362,Motor,East,780747.86,534.07,2023-03-10,2024-03-09,434.57,Active
POL-20363,Liability,South,1071970.5,1246.01,2023-06-15,2024-06-14,682.74,Active
POL-20364,Motor,North,1486388.56,1476.77,2022-11-19,2023-11-19,1306.84,Active
POL-20365,Motor,North,238407.27,1616.06,2023-04-04,2024-04-03,1204.3,Active
POL-20366,Property,North,14377826.83,1597.29,2022-07-20,2023-07-20,879.6,Lapsed
POL-20367,Motor,South,850801.19,1551.01,2022-11-03,2023-11-03,1304.55,Active
POL-20368,Motor,North,847280.3,955.76,2022-01-27,2023-01-27,70.7,Active
POL-20369,Liability,North,1887936.86,2911.07,2023-05-27,2024-05-26,1746.64,Active
POL-20370,Motor,East,1379882.38,3359.09,2022-03-05,2023-03-05,588.99,Lapsed
POL-20371,Property,South,15831575.52,2770.79,2022-08-26,2023-08-26,1806.71,Lapsed
POL-20372,Motor,Central,366930.26,1024.27,2022-05-09,2023-05-09,362.0,Active
POL-20373,Motor,West,1174979.17,1138.35,2022-08-06,2023-08-06,679.89,Active
POL-20374,Motor,Central,1261178.45,1159.93,2023-01-07,2024-01-07,1140.87,Active
POL-20375,Property,North,12249827.91,2665.46,2022-06-29,2023-06-29,1314.47,Active
POL-20376,Motor,South,1150058.89,1279.26,2023-04-04,2024-04-03,953.31,Active
POL-20377,Liability,West,3998618.75,2963.38,2022-12-29,2023-12-29,2947.14,Active
POL-20378,Property,West,3954385.91,682.77,2022-06-14,2023-06-14,308.65,Active
POL-20379,Motor,South,406200.16,1726.1,2023-04-04,2024-04-03,1286.3,Active
POL-20380,Motor,Central,1165392.11,1032.16,2023-03-30,2024-03-29,783.31,Active
POL-20381,Property,East,5674963.88,814.22,2023-05-02,2024-05-01,544.3,Active
POL-20382,Property,Central,10131431.85,1581.55,2023-04-20,2024-04-19,1109.25,Active
POL-20383,Motor,East,605775.05,1472.48,2022-12-21,2023-12-21,1432.14,Active
POL-20384,Liability,East,1661783.65,2731.32,2022-12-22,2023-12-22,2663.97,Lapsed
POL-20385,Motor,South,416569.61,529.85,2023-01-23,2024-01-23,497.92,Active
POL-20386,Liability,North,1892601.19,1540.37,2022-09-08,2023-09-08,1059.27,Active
POL-20387,Liability,North,3142355.72,3229.01,2022-03-05,2023-03-05,566.18,Active
POL-20388,Motor,South,1301508.35,1551.32,2023-02-12,2024-02-12,1372.81,Cancelled
POL-20389,Motor,Central,565485.46,4093.5,2023-06-21,2024-06-20,2175.72,Active
POL-20390,Motor,South,214156.47,1045.2,2022-06-02,2023-06-02,438.12,Active
POL-20391,Motor,Central,1343930.25,588.68,2022-01-04,2023-01-04,6.45,Active
POL-20392,Property,Central,8198079.77,2747.13,2022-02-28,2023-02-28,444.06,Active
POL-20393,Motor,East,239619.67,3354.36,2022-03-12,2023-03-12,652.49,Active
POL-20394,Property,East,2327777.63,1131.05,2022-10-26,2023-10-26,926.53,Active
POL-20395,Liability,Central,3216488.68,849.92,2023-01-08,2024-01-08,833.62,Active
POL-20396,Liability,East,1623829.2,2462.36,2023-02-05,2024-02-05,2226.24,Active
POL-20397,Motor,Central,1088315.43,6730.3,2023-01-28,2024-01-28,6232.44,Active
POL-20398,Liability,West,2571630.33,2625.08,2022-06-23,2023-06-23,1251.41,Lapsed
POL-20399,Motor,South,394843.78,2258.74,2023-05-19,2024-05-18,1404.75,Active
POL-20400,Motor,West,1097233.45,3804.18,2022-06-22,2023-06-22,1803.08,Active
POL-20401,Motor,North,385566.39,3333.22,2022-05-05,2023-05-05,1141.51,Active
POL-20402,Property,East,11505532.27,2966.95,2022-04-28,2023-04-28,959.18,Active
POL-20403,Motor,North,560645.38,1065.2,2022-08-01,2023-08-01,621.61,Lapsed
POL-20404,Motor,East,872162.37,3577.16,2023-03-19,2024-03-18,2822.52,Lapsed
POL-20405,Motor,West,829515.29,934.5,2022-04-23,2023-04-23,289.31,Active
POL-20406,Liability,North,1337962.56,3794.29,2023-06-29,2024-06-28,1933.53,Active
POL-20407,Motor,South,1410450.98,1414.9,2022-07-03,2023-07-03,713.26,Lapsed
POL-20408,Property,East,4968829.34,1193.77,2023-06-08,2024-06-07,677.01,Active
POL-20409,Property,North,17255100.99,975.84,2023-06-28,2024-06-27,499.95,Active
POL-20410,Motor,North,468184.05,926.58,2022-12-13,2023-12-13,880.88,Active
POL-20411,Motor,North,917756.18,2556.68,2022-04-24,2023-04-24,798.52,Active
POL-20412,Motor,South,1146970.82,1358.53,2022-12-10,2023-12-10,1280.37,Active
POL-20413,Motor,South,305094.25,752.33,2022-06-25,2023-06-25,362.77,Active
POL-20414,Liability,East,563889.46,689.75,2022-05-02,2023-05-02,230.55,Active
POL-20415,Motor,Central,406947.5,1823.66,2022-07-04,2023-07-04,924.32,Active
POL-20416,Property,South,19931070.14,340.67,2022-01-06,2023-01-06,5.6,Active
POL-20417,Property,North,19224660.92,1444.72,2022-10-08,2023-10-08,1112.24,Cancelled
POL-20418,Liability,South,4771035.74,1627.65,2022-03-25,2023-03-25,374.58,Active
POL-20419,Motor,South,387659.23,4515.01,2022-12-02,2023-12-02,4156.28,Active
POL-20420,Liability,East,3981109.69,651.94,2022-10-20,2023-10-20,523.34,Active
POL-20421,Property,West,11866972.24,640.72,2022-02-16,2023-02-16,82.5,Active
POL-20422,Motor,North,757137.99,2037.0,2022-07-04,2023-07-04,1032.45,Active
POL-20423,Property,East,8396607.02,577.08,2022-12-19,2023-12-19,558.11,Lapsed
POL-20424,Motor,South,384403.44,1509.23,2023-02-26,2024-02-26,1277.68,Active
POL-20425,Property,West,4695512.75,1591.3,2022-05-21,2023-05-21,614.72,Active
POL-20426,Property,South,6609586.03,3627.17,2023-06-11,2024-06-10,2027.24,Active
POL-20427,Property,Central,1275761.99,2039.19,2022-01-20,2023-01-20,111.74,Active
POL-20428,Liability,South,1709219.41,1670.97,2022-11-07,2023-11-07,1423.76,Cancelled
POL-20429,Property,South,8065082.33,1054.67,2023-03-26,2024-03-25,811.95,Active
POL-20430,Motor,North,598646.84,1859.4,2022-05-19,2023-05-19,708.1,Active
POL-20431,Motor,North,992359.13,1659.43,2022-04-16,2023-04-16,481.92,Lapsed
POL-20432,Liability,West,4456838.99,2321.46,2022-08-24,2023-08-24,1501.0,Active
POL-20433,Property,East,17378735.13,1652.27,2022-12-30,2023-12-30,1647.74,Active
POL-20434,Liability,East,4298025.69,4396.01,2023-05-28,2024-05-27,2625.56,Active
POL-20435,Motor,North,337589.39,968.77,2022-05-14,2023-05-14,355.66,Active
POL-20436,Motor,North,915377.07,2004.36,2023-05-30,2024-05-29,1186.14,Active
POL-20437,Liability,East,4536445.69,910.53,2022-06-05,2023-06-05,389.16,Active
POL-20438,Property,Central,16903460.19,3174.85,2022-11-27,2023-11-27,2879.11,Active
POL-20439,Motor,East,1397803.99,901.12,2023-05-09,2024-05-08,585.11,Active
POL-20440,Motor,Central,730588.68,1529.18,2022-06-15,2023-06-15,695.46,Active
POL-20441,Liability,Central,2904665.96,1282.19,2023-03-09,2024-03-08,1046.83,Lapsed
POL-20442,Property,North,16767488.59,1224.24,2023-03-09,2024-03-08,999.52,Active
POL-20443,Motor,Central,378032.57,1722.6,2022-12-24,2023-12-24,1689.57,Active
POL-20444,Motor,West,1475596.36,1027.88,2022-07-17,2023-07-17,557.59,Active
POL-20445,Motor,North,335075.81,2108.13,2022-09-20,2023-09-20,1519.01,Active
POL-20446,Motor,West,351198.19,1557.03,2023-01-03,2024-01-03,1548.5,Lapsed
POL-20447,Motor,East,1387973.27,1895.4,2022-04-30,2023-04-30,623.14,Active
POL-20448,Motor,North,352547.12,2408.19,2023-01-26,2024-01-26,2243.25,Active
POL-20449,Property,South,4599951.08,1206.66,2023-06-01,2024-05-31,707.46,Active
POL-20450,Motor,West,511085.59,1395.67,2023-04-30,2024-04-29,940.64,Active
POL-20451,Property,South,5636169.28,2434.96,2023-04-20,2024-04-19,1707.81,Active
POL-20452,Motor,Central,321188.74,1594.61,2022-11-25,2023-11-25,1437.33,Active
POL-20453,Motor,Central,1255008.38,1234.82,2022-04-26,2023-04-26,392.43,Active
POL-20454,Motor,East,1476614.4,3044.45,2023-05-25,2024-05-24,1843.35,Active
POL-20455,Motor,West,428391.81,1567.22,2023-01-15,2024-01-15,1507.1,Active
POL-20456,Property,Central,19845519.53,2866.41,2022-01-20,2023-01-20,157.06,Active
POL-20457,Liability,South,4324854.45,1820.55,2022-09-23,2023-09-23,1326.75,Active
POL-20458,Property,West,8634856.51,1756.07,2023-06-07,2024-06-06,1000.72,Lapsed
POL-20459,Property,East,4958828.53,1237.06,2022-04-26,2023-04-26,393.15,Cancelled
POL-20460,Liability,Central,3345825.15,1102.32,2022-09-19,2023-09-19,791.26,Lapsed
POL-20461,Property,North,14990863.49,1484.03,2022-03-12,2023-03-12,288.67,Lapsed
POL-20462,Motor,West,493793.63,3598.18,2023-06-14,2024-06-13,1981.46,Lapsed
POL-20463,Property,West,14375751.35,1794.02,2023-01-16,2024-01-16,1720.3,Active
POL-20464,Motor,West,1108154.43,1541.79,2022-07-09,2023-07-09,802.58,Active
POL-20465,Motor,South,851566.86,1542.87,2023-02-19,2024-02-19,1335.75,Active
POL-20466,Property,North,7384941.68,4998.03,2023-01-19,2024-01-19,4751.55,Active
POL-20467,Property,West,11661526.19,1911.86,2023-02-20,2024-02-20,1649.96,Active
POL-20468,Motor,North,1425092.29,830.63,2022-09-06,2023-09-06,566.65,Active
POL-20469,Liability,Central,2362455.76,2152.42,2022-12-03,2023-12-03,1987.3,Active
POL-20470,Motor,East,726005.49,1954.0,2023-05-15,2024-05-14,1236.64,Active
POL-20471,Property,South,14992965.93,2817.55,2022-05-03,2023-05-03,949.48,Active
POL-20472,Liability,South,2372561.02,2093.27,2023-06-15,2024-06-14,1147.0,Active
POL-20473,Motor,North,595453.72,1133.84,2022-01-29,2023-01-29,90.09,Active
POL-20474,Liability,Central,3007404.67,707.64,2023-02-25,2024-02-25,601.01,Active
POL-20475,Property,West,3008154.76,6947.22,2023-05-31,2024-05-30,4092.2,Active
POL-20476,Property,West,13333980.86,3017.03,2022-01-02,2023-01-02,16.53,Active
POL-20477,Liability,Central,1096077.96,1602.09,2023-05-09,2024-05-08,1040.26,Active
POL-20478,Property,North,5072255.13,2186.03,2022-02-27,2023-02-27,347.37,Active
POL-20479,Motor,North,1484951.76,1980.55,2023-06-11,2024-06-10,1106.94,Active
POL-20480,Property,East,8043694.52,1768.37,2023-04-29,2024-04-28,1196.68,Lapsed
POL-20481,Motor,East,1031339.22,2220.49,2022-10-20,2023-10-20,1782.47,Active
POL-20482,Motor,North,1419906.22,1738.1,2022-10-06,2023-10-06,1328.58,Active
POL-20483,Motor,East,452021.5,2159.4,2022-09-22,2023-09-22,1567.78,Active
POL-20484,Motor,East,1035742.59,1423.73,2022-06-28,2023-06-28,698.21,Active
POL-20485,Property,North,4082065.99,2581.89,2022-03-05,2023-03-05,452.72,Active
POL-20486,Liability,West,2631414.04,1072.76,2023-01-06,2024-01-06,1058.06,Active
POL-20487,Liability,South,1697854.26,2809.18,2022-02-03,2023-02-03,261.68,Active
POL-20488,Motor,East,401172.5,6585.16,2023-03-21,2024-03-20,5159.88,Active
POL-20489,Motor,West,432587.5,1898.52,2022-12-27,2023-12-27,1877.71,Active
POL-20490,Motor,South,1347982.15,1374.93,2023-05-06,2024-05-05,904.06,Active
POL-20491,Motor,West,378454.6,1132.48,2022-10-31,2023-10-31,943.22,Active
POL-20492,Motor,West,396425.89,1518.5,2022-10-13,2023-10-13,1189.84,Active
POL-20493,Motor,North,696033.75,1253.32,2022-02-08,2023-02-08,133.92,Active
POL-20494,Liability,North,2091978.1,834.8,2023-05-25,2024-05-24,505.45,Active
POL-20495,Motor,North,573557.47,1224.48,2022-04-04,2023-04-04,315.34,Cancelled
POL-20496,Property,Central,3483924.85,1167.14,2023-05-25,2024-05-24,706.68,Active
